Hôpital_ID,Nom_Hôpital,Capacité_Lits,Code Postal,Ville,Département,Région,Spécialités_Disponibles
52bedfc0-f15c-462a-b476-3a2036157758,Guérin,365,32883,Tanguy-sur-Bonnet,Dordogne,Languedoc-Roussillon,"Urgences, Pédiatrie, Chirurgie"
840d3245-aa92-4c68-af45-4f78fcd2e57f,Texier,344,30954,Moreau,Essonne,Province-Alpes-Côte d'Azur,"Chirurgie, Cardiologie, Dermatologie"
10056693-4e89-4adf-a50f-749bfb493789,Colin SA,148,71155,Lecoqdan,Haute-Savoie,Picardie,"Urgences, Pédiatrie, Chirurgie"
1087f4c2-49c7-4e20-b908-6a654ce58ccb,Dumont,376,92105,Saint Claudine,Loiret,Limousin,"Urgences, Cardiologie, Pédiatrie"
0f627f4f-ff7a-4ed7-91fc-4922ec29d04b,Rocher et Fils,470,33026,Evrarddan,Lot,Poitou-Charentes,"Urgences, Pédiatrie, Chirurgie"
140d1832-2100-41e0-8912-380810fcf5b1,Alves S.A.S.,421,50322,Bouchet,Haute-Marne,Martinique,"Dermatologie, Urgences, Pédiatrie"
7ae2c399-a23e-4764-9fe2-00c011f29485,Marty,223,54545,Saint Thierry-sur-Mer,Alpes-de-Haute-Provence,Martinique,"Pédiatrie, Urgences, Dermatologie"
9b913109-829d-4306-915f-fa39cd3df00a,Hebert,262,18557,Girard-sur-Richard,Haute-Vienne,Guyane,"Pédiatrie, Chirurgie, Dermatologie"
664e2e13-1729-4dd4-906b-a101eaa4181d,Pottier,68,90045,Blondelboeuf,Puy-de-Dôme,Guadeloupe,"Pédiatrie, Chirurgie, Dermatologie"
5e288063-3698-410f-b93c-68916a8f7e1e,Philippe et Fils,198,87708,Muller-les-Bains,Val-d'Oise,Aquitaine,"Dermatologie, Urgences, Cardiologie"
651a398c-b88a-4675-a93d-041606a15515,Vasseur et Fils,218,29156,Adam-sur-Lenoir,Aube,Poitou-Charentes,"Urgences, Dermatologie, Cardiologie"
86295333-ac30-4aba-808f-3f4b838bdb39,Labbé,82,92444,Saint Constance,Pyrénées-Orientales,Bourgogne,"Urgences, Chirurgie, Pédiatrie"
8e2f7988-80ae-4f2b-a3cb-12fd67ee7b82,Besson Renault et Fils,254,44566,Sainte Gabriellenec,Guyane,Poitou-Charentes,"Pédiatrie, Urgences, Chirurgie"
443901e8-2992-4ee4-8e13-97b88f9e014a,Olivier Ruiz SARL,109,41091,Collet-les-Bains,Deux-Sèvres,Province-Alpes-Côte d'Azur,"Chirurgie, Urgences, Pédiatrie"
40822ef8-5a27-4638-931f-d5eb2baa940b,Seguin,363,96030,Vaillant-les-Bains,Essonne,Martinique,"Cardiologie, Dermatologie, Chirurgie"
84e333ef-061b-4769-939b-71b7ed111c90,Perrin,99,49037,LegendreBourg,Meurthe-et-Moselle,Midi-Pyrénées,"Cardiologie, Chirurgie, Urgences"
90826723-14be-432a-bd7a-88729440a974,Léger,482,16749,Raymond-les-Bains,Val-d'Oise,Centre,"Dermatologie, Chirurgie, Pédiatrie"
23d23306-aa78-4fca-b9ef-eb9ceb3c5044,Richard,171,23134,Fernandesdan,Manche,Midi-Pyrénées,"Cardiologie, Chirurgie, Pédiatrie"
3f983f48-3b72-418a-ace9-49d8fe24abd6,Hoareau Delahaye SARL,483,29309,Pelletier,Rhône,Auvergne,"Pédiatrie, Cardiologie, Dermatologie"
2b070fd1-f46e-4439-9913-270fc29df58b,Martin Marchal et Fils,191,94060,Brunet,Val-d'Oise,Bourgogne,"Cardiologie, Pédiatrie, Urgences"
af3f810c-d1e1-41c1-9f41-1c9266453408,Julien SA,383,77872,Hubert-sur-Didier,Bouches-du-Rhône,Wallis-et-Futuna,"Pédiatrie, Urgences, Chirurgie"
fa37121f-df19-400a-b07a-aa531bd44954,Bodin SARL,271,17523,GonzalezBourg,Jura,Nouvelle-Calédonie,"Chirurgie, Cardiologie, Urgences"
421eeddf-ff76-4145-af7a-4adbfccc8dc8,Joubert S.A.,229,80829,Regnier,Indre,Saint-Pierre-et-Miquelon,"Chirurgie, Dermatologie, Urgences"
92c04b0f-a1b7-497c-b249-11d48a975d92,Briand SA,59,65372,Hoarau,Sarthe,Corse,"Urgences, Pédiatrie, Dermatologie"
53a89904-02f4-4d4e-82bb-98407e7446de,Regnier Delattre S.A.R.L.,426,57194,CollinVille,Haute-Corse,Saint-Barthélémy,"Cardiologie, Pédiatrie, Dermatologie"
9cc9350e-b671-4517-8d66-292d85af2a49,Brunet,192,17004,Sainte Marcelboeuf,Drôme,Picardie,"Cardiologie, Dermatologie, Urgences"
bef31ff1-ea30-45df-ad03-8b87f474ad7c,Gilbert,127,78261,Bouvier-la-Forêt,Tarn-et-Garonne,Basse-Normandie,"Chirurgie, Urgences, Cardiologie"
93dea2fe-8d23-47d7-afed-4d4d6df42319,Masse et Fils,184,71230,Sainte Patrick-la-Forêt,Aisne,Franche-Comté,"Urgences, Pédiatrie, Chirurgie"
87508d0b-d6d6-4e17-a8c1-421ce471b4bc,Mahe,72,17801,Letellier,Maine-et-Loire,Auvergne,"Urgences, Cardiologie, Chirurgie"
71b58074-9c31-4ae7-bfef-7565d9feeef0,Marchal S.A.R.L.,199,05678,Guyon-sur-Bigot,Loir-et-Cher,Limousin,"Chirurgie, Cardiologie, Pédiatrie"
a75df819-4e95-480f-bbdd-38585a219a5b,Humbert SARL,466,80915,Charpentier,Moselle,Lorraine,"Dermatologie, Pédiatrie, Chirurgie"
0f15918e-e676-496b-852f-34a5b30dfc19,Barbe Alexandre S.A.,471,01672,Robert,Hautes-Pyrénées,Champagne-Ardenne,"Cardiologie, Pédiatrie, Dermatologie"
dfdb375d-0ef3-4c6f-ae60-6304315f9fff,Mercier,359,52409,Saint TristanBourg,Creuse,Rhone-Alpes,"Urgences, Pédiatrie, Cardiologie"
be20894d-2301-439f-8a8a-cb628ba124c3,Gaudin Joly S.A.R.L.,473,94737,LopesBourg,Aude,Guyane,"Pédiatrie, Cardiologie, Urgences"
1b870384-1776-413c-b6f5-8c38e59fa892,Gaillard Morin S.A.S.,444,97449,Huet,Finistère,Île-de-France,"Cardiologie, Pédiatrie, Urgences"
d61f2b49-fddf-467b-986a-a5b0d0a47498,Lemonnier SARL,160,11978,Bouvier-sur-Picard,Ardèche,Nord-Pas-de-Calais,"Dermatologie, Pédiatrie, Cardiologie"
ccef9068-08b7-48c1-99cd-596bed25c466,Bègue,136,55309,Toussaint,Vaucluse,Saint-Martin,"Pédiatrie, Urgences, Cardiologie"
a02c853c-51de-4192-b5a3-82adf9ea2cda,Coulon S.A.,388,53726,Garnier,Gard,Guyane,"Urgences, Pédiatrie, Cardiologie"
bc2bef36-49a7-4959-a608-ed90db46098f,Ferreira Benard SARL,381,10172,Saint Chantalnec,Tarn-et-Garonne,Aquitaine,"Chirurgie, Cardiologie, Urgences"
6f4290c7-1f43-49df-84f5-1b78e276a7b5,David Duhamel SARL,86,43084,Lecomte,Marne,Saint-Barthélémy,"Dermatologie, Chirurgie, Pédiatrie"
1af2c958-a8bf-461a-89f2-1e9526c66a77,Weber,273,57426,LegrosVille,Guyane,Midi-Pyrénées,"Cardiologie, Dermatologie, Urgences"
a6e3c0a5-2869-49e9-8288-85723e686b11,Descamps SA,413,83967,Texier,Hautes-Pyrénées,Saint-Pierre-et-Miquelon,"Dermatologie, Cardiologie, Urgences"
9e59cfa3-4d90-4475-962d-05c99d516d70,Tanguy Garcia SARL,301,29176,Becker,Haute-Saône,Polynésie française,"Urgences, Pédiatrie, Cardiologie"
dc46c3dd-c8ea-433e-818c-cac18d43aca5,Moulin,219,18126,Sainte Lucasnec,Bas-Rhin,Haute-Normandie,"Chirurgie, Pédiatrie, Cardiologie"
43ef5b23-9aa8-4596-9303-ee4cc2f5c26d,Colas,92,33952,Pascal,Haute-Garonne,Guyane,"Pédiatrie, Cardiologie, Dermatologie"
faea807e-2386-4577-8418-9a231a54a463,François Colas SA,288,75437,Laurent,Tarn,Auvergne,"Dermatologie, Chirurgie, Cardiologie"
60ea50be-1f7a-4465-a999-159e429bf5cc,Didier S.A.R.L.,229,68338,Blin,Var,Poitou-Charentes,"Cardiologie, Dermatologie, Chirurgie"
d9249f78-77af-44a1-90f0-7d7efb50f480,Dos Santos,259,29922,Guilbert,Hautes-Alpes,Martinique,"Urgences, Chirurgie, Cardiologie"
8ff05b21-ab92-4031-9887-1ced8c64e05e,Salmon Maury S.A.R.L.,353,68895,LeleuVille,Marne,Île-de-France,"Pédiatrie, Dermatologie, Urgences"
2260922e-73d9-4398-9c40-ee68be49b051,Blot,204,44916,Morvan-sur-Mer,Deux-Sèvres,Basse-Normandie,"Cardiologie, Urgences, Chirurgie"
50d0f758-036a-46d1-82c2-74a919e7a229,Delmas,481,21800,Bernard,Seine-Maritime,Île-de-France,"Cardiologie, Chirurgie, Dermatologie"
99b7b38d-0249-474e-a2fd-1449020dae57,Marchal,169,85898,Guérin,Aube,Midi-Pyrénées,"Pédiatrie, Dermatologie, Chirurgie"
797d964d-ebe2-4016-bc43-07be5cf07385,Georges Maillet SARL,341,53774,Leclerc,Tarn,Mayotte,"Chirurgie, Pédiatrie, Urgences"
4e3c89d6-b70a-42db-a79d-77fc03abf7ef,Gilles Evrard S.A.,160,32099,BrunetBourg,Vienne,Franche-Comté,"Chirurgie, Pédiatrie, Urgences"
b429af44-6736-43c9-b940-bf3b903c2904,Delannoy Blot S.A.R.L.,270,71191,Vidal,Pyrénées-Orientales,Aquitaine,"Urgences, Dermatologie, Cardiologie"
04f10daa-06d5-4e38-a5e5-333a9b611a7a,Grenier,456,93766,Klein,Oise,Midi-Pyrénées,"Dermatologie, Chirurgie, Urgences"
b4883a99-3aac-43ba-b9e3-8726fd0497b5,Bazin,413,06177,Saint Louise,Landes,Saint-Martin,"Pédiatrie, Urgences, Cardiologie"
461fe3b9-4a45-4544-a2ff-a36ae425b84c,Hubert,249,61619,Germain,Mayenne,Saint-Martin,"Dermatologie, Urgences, Cardiologie"
697ee51a-20d5-4a03-8618-32b3a32494da,Guichard S.A.S.,146,89960,Roger,Creuse,Réunion,"Chirurgie, Cardiologie, Pédiatrie"
02e83aa9-eecf-4a52-a702-9ac1de212ea4,Torres,200,03842,Saint Arnaude-la-Forêt,Somme,Franche-Comté,"Dermatologie, Chirurgie, Urgences"
720ce62e-3f9c-483f-8998-80e5ee989533,Michaud,483,96096,Sainte Thierry-la-Forêt,Haute-Loire,Guadeloupe,"Dermatologie, Chirurgie, Cardiologie"
f966fee5-1fa3-4c62-920f-bd2e0f614316,Munoz De Oliveira SARL,364,33223,Leclercq-sur-Mer,Mayenne,Basse-Normandie,"Chirurgie, Pédiatrie, Urgences"
8dc467b3-0c41-4ba3-8179-354f4677f958,Bonneau Pereira S.A.R.L.,332,64966,Reynaud,Seine-et-Marne,Picardie,"Cardiologie, Urgences, Chirurgie"
aaef86a9-1f7e-48c5-a893-c1aa81b191fc,Wagner Millet S.A.R.L.,87,84417,Descamps-la-Forêt,Hérault,Guadeloupe,"Urgences, Pédiatrie, Chirurgie"
a119adee-9061-41e4-9619-fb80265cb99b,Roche Marion S.A.,148,52996,Leclercq-sur-Baudry,Ardennes,Basse-Normandie,"Pédiatrie, Urgences, Chirurgie"
ba6ecbca-0f4f-4555-b2ce-ca1b4ca46244,Carpentier Lecomte et Fils,496,51467,Rey,Pas-de-Calais,Poitou-Charentes,"Chirurgie, Dermatologie, Cardiologie"
16c21c14-84e5-408c-b17e-28e8682bed81,Pruvost,322,36882,Carpentier,Côtes-d'Armor,Auvergne,"Chirurgie, Urgences, Pédiatrie"
1549748a-d3be-41f2-8390-845fb73bbb82,Chauvet,220,75056,Blanc,Pyrénées-Orientales,Guyane,"Dermatologie, Urgences, Cardiologie"
30eeaea4-66dc-4fd5-9c27-ddf2698aa6d9,Dias S.A.R.L.,386,28649,Saint Anouk,Landes,Bretagne,"Chirurgie, Pédiatrie, Cardiologie"
d5929afe-7b69-453f-8e41-081163caa9ba,Jourdan SA,115,57398,Clément-sur-Mer,Loiret,Poitou-Charentes,"Dermatologie, Cardiologie, Chirurgie"
4f326e28-e2d0-44ab-992f-88828afef43b,Charrier SA,297,46163,Parisboeuf,Corse-du-Sud,Martinique,"Pédiatrie, Chirurgie, Cardiologie"
7925d4f4-3c63-4e2a-838a-3860f9b68593,Pons S.A.,285,13409,Charpentier,Gard,Guadeloupe,"Urgences, Cardiologie, Pédiatrie"
1e1b5db9-778a-47eb-8689-1750d32baed3,Pichon SA,112,61576,PasquierVille,Marne,Polynésie française,"Urgences, Cardiologie, Dermatologie"
f26972fd-86c8-472f-8075-70ca14af4044,Louis,422,83085,Parisnec,Orne,Guyane,"Pédiatrie, Dermatologie, Chirurgie"
b156bf18-9158-4254-81be-c01641ea0d0f,Le Goff S.A.,421,09879,Renaudnec,Haute-Savoie,Province-Alpes-Côte d'Azur,"Cardiologie, Chirurgie, Dermatologie"
af844d2f-ba49-40b6-a66c-3f6b9fe4dffd,Pasquier et Fils,178,07090,Auger,Yvelines,Province-Alpes-Côte d'Azur,"Cardiologie, Urgences, Pédiatrie"
ff469c87-6dfa-47c4-b4f4-4fbcd4cefc5f,Meyer Thibault S.A.R.L.,404,55057,Saint Diane,Rhône,Poitou-Charentes,"Chirurgie, Cardiologie, Dermatologie"
fd8d4b1a-bc14-4be2-8115-30649790b383,Le Gall S.A.,286,65250,Pichon,Haute-Saône,Franche-Comté,"Cardiologie, Dermatologie, Pédiatrie"
962275bd-35fe-4e5f-a25e-baabda165e06,Fontaine Dupuy S.A.,439,43852,Charpentier-les-Bains,Haute-Garonne,Guadeloupe,"Pédiatrie, Urgences, Dermatologie"
590ce3ae-acff-41ec-a7f8-e0c0b1370ac8,Bourdon Valentin S.A.R.L.,50,79630,Bonneaunec,Calvados,Franche-Comté,"Chirurgie, Dermatologie, Urgences"
d6acdf7a-a695-4e79-882c-5d689c5782a7,Collin,220,85676,Klein,Bas-Rhin,Auvergne,"Cardiologie, Dermatologie, Chirurgie"
ad88e483-1b18-4220-bffa-90b5ef2da984,Neveu Martins S.A.R.L.,182,30736,BlancVille,Lozère,Nouvelle-Calédonie,"Pédiatrie, Chirurgie, Cardiologie"
c02aeed9-3c6a-4c51-b569-6023040b9dc1,Raymond Dupuis SARL,325,76077,Josephnec,Doubs,Île-de-France,"Urgences, Chirurgie, Cardiologie"
8cbf3e9b-d1b0-4ba1-82f9-fac094bf2feb,Guillot,62,73677,Berthelot-les-Bains,Doubs,Lorraine,"Chirurgie, Dermatologie, Urgences"
8c079cab-dc49-4510-a8a6-e2b73ab76abd,Duval SA,365,90935,Delahaye-sur-Mer,Sarthe,Franche-Comté,"Chirurgie, Urgences, Pédiatrie"
889ede24-4981-469e-932a-1737fd7e2714,Dumont,332,15158,MoreauBourg,Aveyron,Champagne-Ardenne,"Urgences, Chirurgie, Cardiologie"
3b5590f6-1667-41fb-a29c-a2ce116be07d,Fleury Benard S.A.,380,69738,Teixeira,Vienne,Pays-de-Loire,"Cardiologie, Urgences, Dermatologie"
3f9312a4-cd7d-449d-8c93-fb342d941c86,Lecomte,202,05118,Julien,Mayenne,Wallis-et-Futuna,"Chirurgie, Dermatologie, Urgences"
a92ba5d8-fd4b-4078-8eb3-799dee27ca7e,Baron,476,42774,Samson,Pas-de-Calais,Rhone-Alpes,"Cardiologie, Chirurgie, Urgences"
01d16e64-3542-4a25-8c5d-a22f00c960e9,Fournier,306,10701,Sainte Augustin-la-Forêt,Deux-Sèvres,Wallis-et-Futuna,"Pédiatrie, Cardiologie, Chirurgie"
bc3dda7c-6277-4d91-bc59-2e2c900e68a4,Caron Lucas SARL,367,03141,CharrierVille,Aveyron,Languedoc-Roussillon,"Cardiologie, Dermatologie, Chirurgie"
